v403,v519/102
v540,v472/424
v141,v460/411
v251,v183/324
v590,v414/311
v404,v163/287
v571,v158/130
v49,v567/205
v52,v416/455
v230,v409/486
v504,v176/391
v67,v310/15
v467,v458/290
v274,v405/93
v377,v435/452
v51,v2/191
v373,v174/10
v490,v522/125
v373,v233/227
v612,v219/150
v380,v250/178
v233,v81/308
v389,v408/55
v556,v373/456
v42,v601/210
v227,v502/312
v239,v442/349
v610,v28/3
v558,v74/288
v96,v298/473
v325,v108/179
v202,v294/498
v310,v38/150
v199,v555/121
v431,v573/213
v95,v154/46
v474,v165/180
v69,v141/429
v69,v415/172
v591,v142/397
v380,v338/28
v93,v553/438
v94,v105/468
v326,v324/246
v62,v557/208
v82,v567/66
v535,v364/258
v497,v459/84
v363,v17/278
v67,v342/152
v433,v307/259
v590,v574/435
v219,v462/331
v580,v62/369
v184,v252/495
v415,v182/153
v218,v526/458
v608,v465/317
v198,v269/80
v545,v393/156
v337,v463/445
v238,v163/372
v496,v349/151
v349,v123/326
v282,v592/495
v304,v479/409
v187,v434/378
v55,v228/21
v387,v432/411
v514,v292/84
v355,v495/254
v315,v314/333
v250,v360/497
v7,v205/417
v243,v223/164
v208,v184/412
v570,v218/226
v425,v185/122
v453,v247/445
v598,v156/89
v95,v401/185
v621,v379/251
v247,v274/276
v201,v37/371
v152,v255/51
v426,v167/460
v138,v466/271
v284,v377/449
v605,v415/173
v173,v63/171
v64,v102/64
v31,v237/278
v31,v173/338
v181,v60/234
v412,v92/225
v550,v436/334
v445,v264/410
v449,v212/359
v447,v127/140
v209,v238/329
v299,v619/497
v511,v321/396
v423,v44/121
v413,v597/401
v173,v282/47
v198,v496/341
v220,v394/268
v259,v353/206
v212,v105/45
v299,v353/322
v70,v315/418
v80,v36/80
v231,v360/138
v327,v137/135
v449,v385/106
v516,v405/342
v95,v86/161
v45,v575/248
v111,v578/276
v602,v87/206
v223,v398/489
v476,v382/20
v365,v620/162
v357,v579/201
v334,v566/135
v102,v476/229
v235,v21/49
v234,v330/394
v518,v233/397
v260,v472/123
v378,v1/476
v117,v254/467
v279,v143/186
v506,v266/317
v189,v21/348
v489,v521/452
v540,v543/65
v222,v304/427
v14,v4/273
v303,v35/287
v517,v103/258
v326,v91/128
v304,v136/371
v238,v608/264
v496,v624/355
v396,v74/349
v569,v31/232
v55,v39/225
v101,v178/47
v375,v570/239
v143,v341/46
v416,v365/141
v370,v235/297
v1,v151/145
v282,v168/376
v386,v324/46
v527,v558/375
v283,v466/469
v396,v493/16
v274,v545/463
v539,v100/94
v566,v434/148
v61,v271/224
v184,v13/301
v187,v585/349
v280,v131/141
v66,v163/420
v320,v488/329
v407,v308/448
v499,v527/421
v453,v274/399
v202,v579/316
v458,v311/213
v158,v578/343
v321,v72/321
v208,v280/277
v170,v589/309
v167,v415/239
v596,v486/244
v611,v50/92
v466,v225/394
v222,v393/496
v42,v376/335
v318,v170/52
v608,v192/116
v276,v1/380
v544,v433/419
v145,v412/392
v331,v408/105
v173,v467/388
v178,v588/224
v237,v593/334
v93,v551/481
v209,v380/105
v106,v614/96
v607,v230/325
v623,v184/27
v96,v225/189
v423,v293/378
v609,v150/274
v611,v592/351
v505,v155/213
v496,v59/459
v459,v30/408
v606,v443/418
v457,v285/335
v287,v59/155
v8,v506/157
v75,v563/240
v562,v205/443
v460,v370/298
v615,v519/245
v594,v252/455
v182,v496/76
v83,v242/417
v243,v620/383
v538,v62/84
v296,v51/324
v491,v305/380
v298,v484/494
v501,v406/483
v35,v508/404
v355,v402/493
v389,v375/373
v153,v346/327
v312,v124/36
v388,v539/336
v46,v255/14
v28,v300/304
v387,v620/66
v39,v479/495
v344,v194/254
v365,v237/320
v60,v233/280
v66,v610/283
v98,v31/350
v383,v519/348
v371,v174/59
v145,v42/237
v297,v481/308
v212,v526/150
v409,v38/284
v546,v496/210
v265,v110/312
v460,v223/24
v553,v577/196
v613,v123/437
v131,v515/424
v152,v433/499
v99,v290/26
v590,v51/186
v514,v453/308
v311,v579/286
v193,v292/327
v27,v484/120
v513,v428/243
v216,v311/474
v450,v94/264
v352,v380/155
v43,v33/271
v530,v461/419
v478,v191/195
v470,v436/48
v126,v128/435
v488,v353/131
v623,v118/405
v82,v3/309
v5,v509/212
v400,v443/320
v92,v533/187
v603,v487/268
v162,v528/237
v544,v4/140
v202,v98/143
v492,v251/411
v535,v102/52
v250,v28/155
v517,v23/249
v155,v553/4
v267,v80/349
v461,v255/56
v186,v443/280
v420,v617/364
v77,v358/493
v166,v253/83
v480,v244/344
v7,v421/481
v559,v465/346
v438,v282/161
v295,v69/317
v508,v90/26
v305,v40/44
v37,v55/87
v22,v513/191
v343,v152/187
v81,v562/90
v287,v296/280
v250,v602/115
v490,v284/72
v539,v212/466
v471,v162/454
v461,v133/374
v271,v240/145
v53,v399/159
v460,v78/350
v480,v98/403
v101,v105/173
v292,v350/14
v48,v275/82
v579,v425/24
v109,v238/247
v172,v566/439
v168,v78/69
v418,v142/26
v8,v287/25
v222,v1/389
v431,v74/474
v46,v138/400
v154,v477/268
v184,v146/129
v82,v330/124
v14,v259/45
v182,v393/466
v352,v529/468
v230,v609/390
v377,v542/467
v199,v516/412
v118,v617/152
v397,v61/138
v520,v426/284
v407,v153/149
v362,v423/58
v76,v305/215
v160,v310/389
v452,v24/9
v270,v95/196
v127,v44/378
v69,v530/131
v57,v259/356
v374,v36/205
v608,v471/360
v119,v601/214
v162,v303/498
v468,v435/383
v221,v288/249
v44,v166/318
v531,v559/295
v368,v210/469
v537,v371/107
v382,v560/447
v592,v101/15
v260,v332/80
v185,v364/281
v153,v266/238
v279,v1/460
v76,v154/27
v432,v381/12
v508,v480/297
v351,v525/117
v346,v335/378
v575,v291/367
v74,v621/177
v263,v497/491
v313,v323/369
v416,v331/109
v89,v609/161
v168,v212/194
v166,v542/268
v42,v620/294
v124,v457/184
v431,v356/409
v407,v319/226
v145,v29/76
v474,v532/386
v100,v119/495
v616,v150/306
v202,v368/265
v401,v366/309
v481,v596/326
v558,v504/336
v366,v279/70
v162,v331/373
v116,v117/140
v320,v241/462
v612,v351/312
v469,v379/43
v79,v418/413
v82,v336/428
v292,v263/48
v540,v172/279
v22,v259/126
v473,v528/333
v196,v203/235
v360,v228/363
v418,v480/31
v325,v558/164
v324,v367/381
v71,v452/364
v352,v600/84
v624,v183/322
v339,v279/319
v271,v532/483
v260,v156/128
v425,v446/29
v398,v9/437
v369,v283/363
v134,v23/30
v444,v509/171
v31,v37/414
v363,v427/119
v137,v454/94
v594,v617/479
v345,v394/138
v319,v47/180
v569,v96/395
v590,v562/154
v174,v595/457
v477,v568/418
v49,v155/303
v515,v502/452
v343,v25/350
v141,v552/110
v613,v357/464
v330,v164/360
v219,v530/21
v148,v152/275
v571,v297/310
v54,v448/58
v181,v406/180
v393,v161/361
v263,v99/370
v6,v261/372
v419,v169/137
v610,v606/293
v429,v133/363
v312,v371/269
v412,v524/124
v313,v189/159
v199,v53/251
v411,v463/399
v613,v459/15
v207,v423/426
v244,v518/30
v106,v286/231
v208,v136/239
v469,v362/471
v507,v60/139
v319,v234/212
v606,v448/323
v129,v19/415
v57,v327/117
v491,v107/3
v406,v541/361
v314,v115/347
v63,v144/175
v200,v320/386
v463,v121/204
v455,v397/303
v57,v95/59
v364,v529/374
v488,v61/224
v374,v355/59
v62,v370/311
v566,v454/80
v501,v92/232
v269,v20/117
v445,v286/470
v398,v200/2
v287,v548/144
v410,v506/468
v171,v208/180
v238,v4/350
v119,v534/419
v593,v421/3
v180,v68/70
v153,v109/155
v104,v379/140
v20,v598/16
v216,v204/358
v477,v506/203
v575,v88/102
v438,v493/263
v46,v522/471
v383,v49/268
v246,v173/260
v359,v197/59
v327,v21/423
v583,v271/379
v505,v197/82
v70,v550/318
v339,v392/334
v413,v54/494
v539,v572/61
v330,v113/170
v143,v526/3
v362,v448/90
v186,v564/139
v176,v488/43
v613,v167/214
v297,v453/151
v166,v92/405
v391,v454/57
v307,v570/334
v622,v467/388
v442,v617/433
v269,v523/343
v488,v472/342
v589,v504/139
v28,v99/232
v435,v154/328
v83,v320/475
v508,v159/424
v512,v21/199
v498,v283/125
v269,v40/440
v267,v280/326
v379,v23/133
v55,v151/7
v478,v121/424
v498,v165/470
v491,v583/292
v210,v301/51
v436,v489/464
v276,v102/103
v122,v19/208
v595,v340/479
v261,v199/378
v575,v197/389
v216,v581/400
v239,v518/72
v428,v435/276
v14,v197/40
v343,v121/457
v279,v565/292
v452,v91/163
v557,v255/304
v617,v208/253
v545,v160/277
v393,v388/350
v560,v178/186
v255,v421/114
v429,v427/422
v364,v360/276
v601,v524/361
v403,v295/480
v2,v40/359
v294,v86/134
v589,v182/305
v517,v394/343
v165,v84/449
v506,v603/194
v543,v579/237
v570,v274/317
v333,v499/499
v262,v329/40
v493,v231/162
v403,v398/223
v100,v148/136
v432,v321/436
v261,v189/272
v240,v229/128
v554,v567/104
v326,v539/421
v615,v244/294
v214,v388/187
v246,v375/379
v461,v315/154
v166,v397/163
v450,v367/88
v7,v504/197
v196,v182/272
v583,v130/184
v50,v240/342
v234,v548/58
v530,v571/32
v462,v100/338
v213,v503/412
v82,v226/335
v95,v624/321
v159,v528/284
v454,v578/232
v191,v427/376
v151,v569/466
v248,v57/487
v69,v27/262
v40,v315/119
v198,v208/410
v508,v5/140
v119,v498/382
v561,v614/127
v360,v120/276
v564,v407/299
v327,v265/498
v609,v443/145
v293,v390/296
v335,v213/97
v579,v391/492
v473,v167/52
v531,v615/190
v440,v523/85
v188,v421/122
v167,v264/144
v465,v205/7
v109,v176/310
v379,v36/225
v373,v103/216
v513,v471/369
v140,v186/215
v549,v93/320
v19,v97/288
v531,v7/204
v311,v50/252
v196,v59/73
v561,v153/451
v618,v19/421
v86,v564/384
v285,v378/489
v285,v304/66
v369,v272/350
v227,v194/218
v552,v25/181
v237,v336/402
v615,v127/113
v147,v525/230
v16,v386/456
v434,v445/269
v445,v204/154
v441,v513/331
v55,v560/216
v67,v27/479
v300,v149/54
v582,v359/496
v115,v117/177
v35,v332/355
v382,v45/239
v274,v530/51
v547,v98/348
v464,v361/246
v155,v75/2
v316,v621/197
v311,v245/402
v382,v314/161
v436,v65/304
v610,v486/412
v542,v157/400
v622,v74/37
v449,v90/495
v47,v288/2
v461,v271/83
v351,v230/496
v139,v581/455
v67,v547/90
v376,v473/467
v271,v123/133
v33,v438/154
v437,v605/118
v421,v427/399
v66,v435/259
v172,v103/6
v550,v193/191
v215,v167/242
v274,v493/385
v27,v548/491
v194,v398/385
v38,v118/496
v99,v128/115
v447,v141/94
v176,v320/345
v489,v305/348
v273,v552/49
v543,v126/314
v448,v500/102
v523,v361/102
v585,v318/301
v527,v295/186
v243,v403/437
v520,v158/428
v72,v186/251
v94,v123/409
v484,v394/114
v404,v419/280
v66,v251/141
v423,v28/474
v314,v445/383
v267,v619/154
v504,v312/407
v78,v463/427
v567,v308/372
v133,v151/59
v545,v70/122
v148,v22/154
v406,v144/39
v587,v150/250
v171,v583/222
v225,v493/299
v243,v502/88
v532,v0/460
v197,v607/215
v169,v579/467
v313,v495/187
v68,v81/352
v281,v169/475
v272,v309/410
v19,v150/431
v425,v432/279
v391,v401/193
v252,v578/477
v519,v174/422
v70,v53/341
v541,v195/277
v553,v258/251
v197,v478/473
v589,v458/206
v251,v279/195
v477,v74/237
v457,v166/367
v452,v103/310
v339,v569/147
v260,v96/43
v358,v256/115
v80,v552/431
v555,v599/398
v327,v128/343
v104,v109/222
v622,v147/385
v21,v71/318
v58,v568/482
v506,v545/239
v591,v105/193
v104,v407/131
v562,v549/472
v485,v307/308
v100,v614/179
v151,v342/485
v277,v364/380
v287,v222/370
v538,v7/60
v569,v253/29
v327,v591/307
v244,v2/487
v172,v580/344
v355,v239/145
v429,v544/377
v380,v89/396
v362,v378/415
v420,v233/308
v286,v310/187
v486,v491/13
v8,v318/283
v253,v621/277
v264,v583/371
v427,v45/488
v143,v124/354
v179,v549/183
v299,v97/273
v368,v273/263
v435,v552/131
v437,v202/330
v112,v49/186
v501,v282/63
v556,v183/336
v280,v339/197
v502,v513/407
v376,v332/342
v50,v312/207
v87,v624/57
v522,v222/119
v26,v431/94
v435,v471/381
v90,v548/294
v266,v480/285
v466,v604/268
v116,v458/269
v120,v306/417
v179,v590/238
v201,v470/427
v82,v69/78
v268,v318/201
v231,v550/430
v197,v619/213
v498,v29/122
v496,v578/134
v277,v29/256
v122,v530/431
v439,v17/246
v599,v454/315
v78,v3/256
v299,v13/126
v526,v182/436
v222,v36/6
v262,v45/52
v350,v212/416
v333,v563/192
v322,v229/313
v379,v455/383
v595,v435/62
v441,v416/325
v181,v163/63
v577,v242/39
v110,v474/45
v53,v458/475
v615,v374/157
v348,v54/290
v286,v407/403
v569,v536/255
v565,v9/299
v305,v38/283
v11,v145/98
v52,v388/288
v325,v225/52
v619,v11/334
v623,v94/298
v475,v299/486
v483,v90/169
v99,v253/213
v263,v163/311
v226,v478/69
v344,v293/284
v35,v559/442
v221,v192/406
v324,v82/166
v528,v497/436
v573,v58/330
v108,v261/248
v322,v330/79
v4,v582/269
v214,v22/373
v101,v444/365
v4,v239/430
v182,v303/46
v308,v458/335
v527,v550/291
v365,v543/54
v136,v538/250
v415,v275/438
v499,v98/141
v327,v359/157
v427,v40/97
v384,v432/127
v477,v186/39
v360,v323/184
v122,v505/299
v3,v614/83
v148,v484/304
v537,v121/143
v542,v435/49
v226,v169/406
v33,v161/9
v373,v236/434
v172,v344/308
v459,v477/329
v154,v390/302
v337,v142/334
v448,v508/328
v98,v377/104
v233,v452/454
v246,v1/241
v86,v182/9
v48,v71/440
v160,v336/384
v584,v3/350
v305,v584/53
v547,v536/168
v464,v279/413
v260,v113/67
v144,v529/291
v432,v128/24
v356,v132/292
v110,v145/163
v200,v377/330
v270,v121/355
v522,v280/354
v109,v466/207
v567,v345/439
v165,v574/417
v265,v382/124
v251,v217/105
v83,v254/196
v351,v362/107
v585,v30/452
v153,v361/474
v65,v119/217
v232,v510/283
v382,v458/354
v228,v494/193
v225,v524/9
v147,v247/262
v30,v165/276
v77,v318/183
v355,v294/220
v603,v609/398
v550,v109/428
v521,v223/59
v192,v418/110
v421,v617/135
v195,v363/153
v117,v462/353
v295,v192/30
v584,v202/472
v571,v107/380
v578,v607/499
v390,v545/356
v411,v239/223
v233,v350/60
v602,v474/403
v326,v365/157
v39,v356/63
v423,v216/473
v474,v301/495
v520,v557/436
v294,v184/347
v137,v183/496
v22,v531/473
v31,v348/177
v592,v202/307
v132,v535/227
v286,v446/280
v306,v23/286
v235,v553/59
v178,v148/50
v372,v611/117
v493,v577/197
v74,v416/36
v441,v479/166
v471,v108/401
v175,v21/463
v120,v20/44
v346,v146/433
v566,v441/156
v62,v522/285
v170,v278/19
v250,v493/339
v312,v515/438
v211,v617/164
v207,v343/463
v575,v290/280
v452,v112/11
v97,v528/262
v601,v324/424
v351,v381/146
v526,v546/162
v272,v301/252
v23,v352/46
v47,v587/233
v230,v408/119
v148,v138/296
v583,v284/221
v316,v214/421
v229,v623/154
v344,v364/11
v611,v333/69
v544,v245/378
v140,v442/328
v584,v44/444
v184,v54/156
v339,v17/337
v276,v348/384
v167,v94/313
v477,v301/322
v281,v234/218
v183,v236/197
v116,v289/170
v524,v147/140
v396,v126/303
v290,v623/187
v420,v407/76
v605,v77/88
v267,v366/450
v255,v411/306
v15,v533/350
v159,v379/1
v450,v245/396
v535,v596/354
v289,v40/127
v460,v30/224
v572,v92/68
v468,v6/205
v610,v549/390
v60,v158/42
v2,v327/339
v284,v255/486
v89,v414/367
v295,v189/62
v537,v617/357
v128,v275/492
v263,v222/227
v430,v277/394
v404,v13/333
v16,v206/215
v515,v609/368
v101,v455/15
v205,v193/59
v347,v434/463
v396,v560/205
v470,v72/252
v481,v57/352
v17,v158/81
v41,v261/57
v274,v281/401
v223,v608/24
v90,v84/27
v360,v601/355
v312,v237/118
v142,v449/6
v532,v611/377
v96,v327/117
v399,v101/277
v282,v45/99
v28,v11/31
v330,v158/297
v612,v80/471
v116,v360/350
v110,v149/168
v31,v477/498
v211,v62/234
v496,v587/417
v390,v159/466
v112,v616/318
v353,v355/18
v503,v40/257
v567,v129/107
v449,v268/327
v130,v460/81
v516,v318/10
v328,v136/430
v147,v232/56
v284,v2/20
v464,v78/169
v379,v386/204
v608,v138/115
v528,v172/463
v9,v50/414
v267,v241/20
v332,v3/353
v468,v413/209
v285,v473/20
v278,v513/169
v399,v11/411
v382,v555/297
v46,v271/7
v323,v86/262
v1,v601/171
v568,v66/19
v295,v350/223
v235,v419/77
v427,v99/324
v381,v7/482
v349,v447/184
v401,v187/99
v347,v509/455
v554,v333/124
v109,v134/270
v489,v536/321
v376,v43/326
v218,v8/255
v208,v473/226
v141,v64/299
v19,v483/275
v583,v202/149
v437,v128/119
v146,v103/118
v384,v250/465
v303,v297/348
v429,v416/58
v308,v72/381
v87,v286/389
v598,v10/169
v558,v274/479
v80,v418/240
v554,v408/71
v338,v222/433
v247,v621/89
v177,v623/443
v67,v257/435
v172,v311/489
v426,v575/448
v365,v67/317
v135,v272/214
v12,v471/116
v122,v551/380
v392,v186/375
v528,v24/236
v496,v558/187
v97,v431/326
v91,v107/43
v558,v181/472
v471,v136/330
v414,v53/497
v376,v350/485
v171,v7/182
v358,v80/225
v546,v41/127
v375,v449/151
v55,v451/84
v45,v495/349
v441,v183/94
v3,v587/325
v494,v240/48
v193,v542/393
v76,v514/399
v533,v584/47
v190,v46/276
v470,v7/14
v323,v395/407
v191,v43/99
v221,v329/136
v489,v169/97
v98,v222/64
v380,v336/25
v414,v27/41
v416,v83/308
v247,v52/197
v509,v504/371
v540,v220/381
v24,v434/214
v268,v188/396
v33,v341/125
v216,v501/47
v173,v194/322
v524,v229/267
v78,v118/160
v193,v136/186
v93,v196/401
v251,v426/342
v52,v542/42
v122,v372/449
v495,v517/85
v409,v49/169
v272,v584/276
v57,v555/363
v409,v543/53
v214,v38/193
v300,v611/285
v104,v552/375
v173,v583/89
v389,v35/77
v273,v78/474
v506,v54/499
v230,v306/93
v183,v203/166
v9,v350/139
v118,v307/150
v391,v239/6
v604,v213/371
v191,v523/132
v63,v567/70
v179,v337/402
v454,v357/326
v49,v292/116
v416,v317/292
v152,v446/99
v478,v555/209
v356,v71/267
v536,v606/90
v258,v397/450
v335,v43/183
v606,v389/72
v447,v70/51
v22,v406/468
v284,v173/187
v146,v272/410
v307,v506/98
v535,v427/284
v533,v138/6
v494,v281/377
v284,v43/392
v608,v287/161
v82,v134/183
v564,v138/342
v2,v446/41
v278,v506/101
v515,v265/358
v39,v45/445
v207,v464/233
v327,v348/328
v0,v454/341
v469,v436/392
v95,v576/264
v185,v610/397
v286,v270/69
v260,v80/228
v598,v228/78
v478,v362/278
v106,v436/17
v206,v327/476
v463,v622/166
v361,v206/297
v379,v157/296
v86,v255/298
v33,v246/395
v520,v336/18
v487,v275/39
v16,v44/232
v191,v592/312
v531,v445/237
v524,v422/342
v403,v383/39
v578,v422/424
v230,v464/72
v553,v205/244
v464,v158/226
v108,v111/372
v551,v517/455
v40,v85/182
v191,v444/57
v471,v562/126
v595,v401/414
v306,v267/58
v424,v238/12
v199,v337/393
v356,v118/418
v194,v145/269
v66,v578/252
v596,v152/50
v270,v527/120
v392,v310/445
v507,v291/273
v138,v204/295
v177,v337/306
v367,v84/474
v290,v599/242
v506,v204/295
v609,v48/52
v498,v95/220
v289,v453/447
v167,v293/87
v67,v460/352
v272,v424/348
v152,v414/394
v476,v486/130
v396,v188/77
v331,v477/170
v536,v35/328
v330,v434/161
v122,v76/294
v456,v488/97
v296,v184/489
v293,v17/318
v57,v476/142
v397,v278/467
v172,v262/395
v547,v361/58
v80,v406/457
v445,v180/444
v600,v288/353
v210,v394/167
v397,v338/354
v437,v93/11
v174,v557/181
v554,v306/331
v368,v43/267
v302,v513/335
v608,v488/395
v423,v261/119
v507,v455/190
v220,v532/128
v470,v374/96
v315,v133/428
v114,v320/179
v109,v615/260
v70,v203/172
v438,v55/314
v285,v164/483
v388,v620/5
v225,v350/144
v549,v328/348
v498,v348/133
v530,v131/137
v147,v250/444
v37,v589/191
v107,v143/249
v328,v403/463
v421,v507/54
v538,v500/113
v8,v96/307
v2,v334/112
v338,v159/316
v508,v28/204
v187,v49/45
v608,v521/9
v445,v17/478
v169,v612/134
v283,v237/49
v403,v190/390
v56,v186/69
v121,v331/180
v422,v160/204
v33,v68/227
v602,v606/358
v237,v25/189
v549,v316/156
v429,v455/114
v474,v72/317
v518,v210/333
v172,v319/213
v262,v263/477
v339,v78/162
v370,v376/108
v426,v409/56
v620,v546/77
v98,v99/115
v468,v25/307
v316,v252/302
v64,v380/133
v427,v181/290
v368,v199/27
v444,v599/307
v248,v531/291
v445,v365/216
v304,v5/383
v84,v118/382
v532,v125/157
v464,v264/64
v503,v462/348
v406,v136/393
v597,v161/323
v501,v322/358
v103,v560/276
v479,v54/66
v331,v452/118
v109,v167/384
v401,v226/283
v580,v448/280
v211,v348/400
v563,v344/103
v104,v146/457
v365,v152/321
v170,v8/271
v10,v538/150
v556,v334/262
v152,v194/236
v547,v51/249
v246,v513/4
v150,v403/206
v476,v329/99
v34,v260/175
v173,v274/408
v358,v339/52
v442,v620/230
v31,v125/238
v163,v102/247
v545,v106/165
v125,v459/60
v427,v55/214
v342,v233/155
v144,v605/129
v390,v327/82
v118,v449/71
v295,v345/434
v576,v130/273
v534,v453/95
v263,v233/338
v184,v444/121
v139,v539/270
v135,v1/180
v300,v385/242
v600,v560/260
v526,v446/209
v130,v600/362
v322,v241/467
v239,v105/195
v491,v234/310
v164,v334/443
v63,v60/455
v441,v376/307
v331,v497/308
v469,v100/125
v247,v426/252
v58,v482/60
v270,v39/270
v279,v180/334
v70,v414/358
v26,v565/42
v418,v253/131
v89,v359/343
v315,v545/124
v301,v187/468
v9,v169/388
v384,v19/462
v415,v242/181
v252,v110/318
v594,v453/193
v172,v514/229
v391,v110/439
v318,v434/255
v214,v506/484
v430,v560/405
v469,v523/379
v374,v279/331
v228,v294/270
v339,v232/35
v407,v403/9
v147,v297/159
v412,v334/141
v41,v410/5
v302,v9/212
v444,v535/370
v128,v293/220
v435,v41/460
v310,v553/331
v36,v213/461
v241,v226/232
v258,v188/79
v178,v340/252
v95,v7/276
v59,v132/329
v127,v451/434
v174,v335/480
v114,v619/192
v228,v358/201
v492,v115/270
v524,v286/358
v231,v221/372
v5,v48/238
v600,v615/55
v375,v215/299
v71,v586/343
v432,v479/157
v334,v174/362
v1,v37/320
v68,v441/431
v167,v262/50
v178,v614/88
v99,v517/333
v407,v57/100
v100,v110/5
v312,v142/170
v292,v91/288
v434,v286/303
v44,v98/15
v289,v586/72
v163,v157/106
v132,v500/293
v37,v24/178
v424,v471/84
v228,v95/450
v243,v526/381
v154,v90/309
v88,v59/65
v55,v515/100
v617,v48/122
v444,v107/353
v427,v611/308
v79,v165/441
v224,v533/372
v42,v275/441
v227,v513/156
v227,v179/49
v32,v262/98
v336,v105/257
v37,v439/2
v4,v516/210
v105,v556/371
v221,v236/298
v50,v204/100
v204,v436/189
v489,v187/420
v113,v548/56
v419,v40/75
v582,v97/203
v255,v398/334
v476,v43/223
v226,v582/259
v101,v449/350
v465,v623/251
v57,v60/384
v376,v265/446
v210,v287/209
v618,v107/232
v153,v54/393
v466,v141/490
v143,v158/44
v124,v164/162
v407,v608/408
v600,v119/332
v276,v58/222
v96,v360/56
v604,v25/107
v584,v561/497
v386,v126/388
v334,v170/68
v252,v422/7
v96,v487/92
v92,v302/40
v239,v156/360
v371,v495/64
v503,v499/481
v539,v404/470
v44,v124/354
v206,v418/14
v505,v15/485
v296,v538/120
v548,v341/382
v516,v538/170
v404,v206/311
v329,v381/192
v468,v498/347
v65,v96/206
v587,v558/237
v434,v544/292
v474,v170/390
v9,v35/410
v340,v188/120
v17,v149/29
v508,v41/70
v557,v116/15
v358,v284/376
v423,v365/176
v128,v359/381
v370,v389/190
v206,v8/384
v327,v150/181
v580,v397/448
v107,v624/464
v270,v232/480
v538,v501/80
v210,v124/293
v349,v253/117
v235,v416/354
v315,v239/366
v310,v520/132
v413,v339/95
v7,v558/339
v614,v97/111
v500,v484/426
v464,v148/13
v396,v277/485
v50,v191/66
v155,v440/404
v617,v595/280
v493,v418/21
v51,v300/196
v296,v376/159
v123,v169/114
v470,v62/366
v182,v610/367
v71,v191/102
v363,v192/249
v521,v610/487
v454,v249/159
v27,v261/177
v348,v6/130
v3,v117/269
v50,v76/99
v520,v70/122
v102,v135/221
v193,v208/189
v533,v624/348
v620,v79/236
v367,v475/195
v277,v164/140
v100,v403/194
v611,v610/180
v204,v40/442
v307,v498/51
v513,v439/262
v212,v128/70
v84,v251/322
v449,v456/115
v5,v361/236
v595,v249/380
v132,v605/117
v123,v38/5
v401,v104/437
v257,v12/325
v563,v81/173
v343,v348/66
v290,v364/418
v444,v96/364
v41,v286/352
v128,v151/384
v156,v41/372
v423,v120/457
v31,v579/126
v134,v490/419
v187,v40/434
v25,v337/89
v522,v514/8
v19,v170/135
v309,v495/54
v603,v569/131
v467,v243/188
v156,v606/312
v212,v536/299
v564,v196/318
v523,v212/46
v523,v202/230
v239,v300/109
v365,v498/233
v185,v232/490
v519,v129/250
v65,v466/206
v570,v298/294
v261,v386/7
v90,v425/120
v599,v578/107
v326,v171/466
v491,v19/156
v230,v301/79
v99,v89/144
v148,v274/10
v584,v546/17
v115,v430/36
